age,age_group,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,td_enroll
35,GenX,management,married,tertiary,2161,no,no,cellular,139,2,181,3,success,yes
69,Boomer,retired,married,unknown,426,no,no,telephone,225,1,90,1,success,yes
31,Millennial,management,single,tertiary,147,no,no,cellular,469,1,181,2,success,yes
76,Boomer,retired,divorced,primary,802,no,no,cellular,241,1,181,5,success,yes
35,GenX,technician,married,secondary,294,yes,no,cellular,301,1,90,4,success,yes
34,Millennial,management,married,tertiary,158,no,no,cellular,212,3,181,6,success,yes
33,Millennial,management,married,tertiary,0,yes,no,cellular,305,1,326,1,success,yes
36,GenX,services,married,secondary,4721,no,no,cellular,288,2,90,3,success,yes
44,GenX,management,married,unknown,282,no,no,cellular,700,2,154,3,success,yes
19,Millennial,student,single,unknown,108,no,no,cellular,273,2,182,1,success,yes
51,Boomer,blue-collar,married,primary,3764,no,no,telephone,450,3,181,6,success,yes
52,Boomer,unemployed,married,secondary,1416,no,no,cellular,436,2,182,1,success,yes
39,GenX,management,married,tertiary,494,no,no,cellular,106,2,478,3,failure,yes
80,Boomer,retired,married,primary,155,no,no,telephone,290,1,93,2,success,yes
46,GenX,blue-collar,married,secondary,640,yes,no,cellular,215,1,182,4,success,yes
72,Boomer,retired,married,secondary,951,no,yes,cellular,229,3,339,1,failure,yes
36,GenX,management,married,tertiary,495,no,no,cellular,213,3,182,6,success,yes
77,Boomer,retired,married,primary,29340,no,no,cellular,257,1,91,2,other,yes
74,Boomer,retired,married,tertiary,1843,no,no,cellular,192,1,185,2,success,yes
35,GenX,blue-collar,married,secondary,262,no,no,cellular,427,1,181,3,success,yes
82,Boomer,retired,divorced,primary,0,no,no,telephone,506,2,195,1,other,yes
41,GenX,admin.,divorced,secondary,6046,yes,yes,telephone,300,6,182,2,success,yes
38,GenX,housemaid,single,secondary,465,yes,no,cellular,180,1,302,3,success,yes
60,Boomer,retired,married,secondary,8332,no,no,cellular,279,1,194,7,other,yes
60,Boomer,retired,divorced,secondary,514,no,no,cellular,263,1,124,9,other,yes
53,Boomer,admin.,married,secondary,1796,no,no,telephone,295,1,91,2,success,yes
29,Millennial,management,single,tertiary,874,yes,no,cellular,231,1,181,2,success,yes
64,Boomer,retired,married,primary,2140,no,no,cellular,881,3,155,2,failure,yes
54,Boomer,services,divorced,secondary,0,no,no,cellular,362,1,290,3,success,yes
46,GenX,management,divorced,tertiary,624,no,no,cellular,420,1,276,1,other,yes
46,GenX,management,married,tertiary,273,yes,no,cellular,910,2,184,4,success,yes
59,Boomer,management,married,tertiary,3342,no,no,cellular,467,2,188,6,other,yes
35,GenX,technician,single,secondary,1227,no,no,cellular,593,4,90,6,other,yes
31,Millennial,management,single,tertiary,3384,no,no,cellular,247,3,187,3,success,yes
43,GenX,management,divorced,tertiary,2367,no,no,cellular,173,2,181,4,success,yes
60,Boomer,admin.,married,secondary,3735,no,no,cellular,248,1,90,10,success,yes
54,Boomer,management,married,secondary,2693,no,no,cellular,222,1,188,6,other,yes
72,Boomer,retired,married,primary,4657,no,no,telephone,255,1,91,8,success,yes
29,Millennial,self-employed,single,tertiary,3290,no,no,cellular,136,1,291,2,success,yes
30,Millennial,student,single,secondary,1681,no,no,cellular,128,1,106,2,success,yes
43,GenX,services,married,secondary,774,no,no,cellular,101,1,421,1,success,yes
62,Boomer,management,married,tertiary,3371,no,no,cellular,187,1,178,2,success,yes
57,Boomer,management,married,tertiary,10583,no,no,cellular,272,1,178,6,success,yes
47,GenX,management,single,tertiary,334,yes,no,cellular,360,1,326,8,failure,yes
30,Millennial,self-employed,single,tertiary,916,no,no,cellular,92,2,90,2,success,yes
28,Millennial,admin.,single,tertiary,832,no,no,telephone,433,3,342,1,failure,yes
57,Boomer,management,divorced,tertiary,3287,no,no,cellular,277,2,337,1,success,yes
23,Millennial,services,single,secondary,488,no,no,cellular,236,1,92,2,other,yes
80,Boomer,retired,divorced,primary,235,no,no,cellular,577,1,223,3,other,yes
47,GenX,management,married,tertiary,288,no,no,cellular,193,1,181,1,success,yes
27,Millennial,student,single,secondary,6036,no,no,cellular,175,1,181,1,failure,yes
26,Millennial,management,single,tertiary,3,yes,yes,cellular,149,1,350,1,success,yes
50,GenX,technician,divorced,secondary,0,no,no,cellular,280,1,184,3,success,yes
84,Boomer,retired,married,secondary,81204,no,no,telephone,390,1,94,3,success,yes
46,GenX,management,married,unknown,2466,no,no,telephone,216,3,370,1,failure,yes
47,GenX,admin.,married,secondary,70,yes,no,cellular,144,4,374,2,success,yes
54,Boomer,technician,married,secondary,2102,yes,no,cellular,547,1,626,2,failure,yes
24,Millennial,student,single,secondary,4126,no,no,cellular,907,4,185,7,failure,yes
29,Millennial,management,single,unknown,560,no,no,cellular,459,1,307,1,failure,yes
30,Millennial,management,married,tertiary,102,yes,no,cellular,470,7,426,3,other,yes
32,Millennial,management,single,secondary,1088,yes,no,cellular,317,1,363,2,success,yes
27,Millennial,student,single,tertiary,13107,yes,no,cellular,661,1,314,2,failure,yes
33,Millennial,self-employed,single,tertiary,562,yes,yes,cellular,196,1,363,1,failure,yes
33,Millennial,management,single,tertiary,718,yes,no,cellular,122,1,98,2,success,yes
57,Boomer,retired,married,unknown,230,no,no,cellular,177,2,210,3,failure,yes
27,Millennial,technician,single,tertiary,-67,yes,no,cellular,604,3,236,2,failure,yes
34,Millennial,management,married,tertiary,3696,no,no,cellular,758,2,160,5,other,yes
26,Millennial,management,single,tertiary,1646,no,no,cellular,524,4,206,5,success,yes
62,Boomer,self-employed,divorced,tertiary,6,yes,no,cellular,103,1,182,3,success,yes
49,GenX,admin.,married,secondary,197,yes,no,cellular,223,1,182,2,failure,yes
25,Millennial,blue-collar,single,secondary,1857,yes,no,cellular,295,4,187,6,success,yes
32,Millennial,management,single,tertiary,2016,no,no,cellular,232,1,348,1,success,yes
36,GenX,management,single,tertiary,436,no,no,cellular,567,1,595,2,failure,yes
40,GenX,technician,married,tertiary,11766,yes,no,cellular,218,2,242,9,failure,yes
38,GenX,management,married,tertiary,413,no,no,cellular,240,1,179,2,failure,yes
35,GenX,technician,single,tertiary,670,no,no,cellular,278,4,182,2,success,yes
23,Millennial,student,single,secondary,107,no,no,cellular,256,5,181,2,success,yes
44,GenX,services,married,primary,2557,yes,no,cellular,250,1,181,8,success,yes
35,GenX,management,single,tertiary,2646,no,no,cellular,133,8,183,2,success,yes
75,Boomer,retired,married,secondary,3771,no,no,telephone,185,1,181,2,success,yes
51,Boomer,management,married,tertiary,469,no,no,cellular,200,1,181,2,success,yes
59,Boomer,technician,married,secondary,1,no,no,cellular,159,2,378,3,failure,yes
36,GenX,blue-collar,married,primary,1177,no,no,cellular,330,1,311,4,success,yes
24,Millennial,management,single,tertiary,736,yes,no,cellular,442,2,246,2,other,yes
22,Millennial,services,single,secondary,129,no,no,cellular,218,2,181,1,success,yes
36,GenX,management,married,tertiary,-115,yes,no,cellular,297,4,182,2,other,yes
22,Millennial,student,single,primary,3472,no,no,cellular,529,1,181,4,success,yes
30,Millennial,student,single,tertiary,7529,no,no,cellular,175,6,183,1,success,yes
55,Boomer,unemployed,divorced,secondary,309,no,no,cellular,167,1,181,3,success,yes
38,GenX,blue-collar,divorced,secondary,0,yes,no,telephone,162,1,181,5,success,yes
39,GenX,blue-collar,single,secondary,1672,yes,no,cellular,462,1,648,1,failure,yes
38,GenX,technician,single,secondary,1711,no,no,cellular,379,3,202,1,success,yes
30,Millennial,student,single,secondary,2046,no,no,telephone,595,3,254,1,failure,yes
52,Boomer,technician,married,secondary,371,yes,yes,cellular,224,2,182,1,success,yes
62,Boomer,management,married,tertiary,997,no,no,cellular,554,1,304,2,success,yes
40,GenX,technician,married,tertiary,206,no,no,cellular,499,6,185,4,success,yes
42,GenX,self-employed,married,secondary,1216,yes,no,cellular,296,1,521,1,failure,yes
43,GenX,technician,single,unknown,11115,no,no,cellular,291,1,182,3,success,yes
73,Boomer,retired,married,primary,796,no,no,cellular,888,1,182,3,success,yes
41,GenX,management,divorced,tertiary,5037,no,no,cellular,252,9,185,5,other,yes
77,Boomer,management,married,unknown,1780,yes,no,cellular,361,2,182,5,success,yes
46,GenX,admin.,divorced,primary,429,yes,no,cellular,465,2,369,2,success,yes
35,GenX,technician,married,secondary,2779,no,no,cellular,182,2,186,2,success,yes
26,Millennial,management,single,tertiary,222,no,no,cellular,192,1,334,1,failure,yes
45,GenX,blue-collar,single,secondary,0,yes,no,cellular,1472,1,192,4,failure,yes
29,Millennial,management,single,tertiary,1445,no,no,cellular,328,2,143,2,success,yes
30,Millennial,technician,single,tertiary,655,no,no,cellular,212,1,202,2,success,yes
63,Boomer,blue-collar,married,primary,115,no,no,telephone,325,1,180,7,failure,yes
37,GenX,unemployed,single,secondary,2722,no,no,telephone,426,2,179,3,other,yes
26,Millennial,management,single,tertiary,1438,no,no,cellular,321,1,449,1,other,yes
54,Boomer,admin.,married,unknown,140,no,no,telephone,473,2,182,2,failure,yes
69,Boomer,retired,married,secondary,0,no,no,cellular,184,2,126,2,other,yes
76,Boomer,self-employed,married,unknown,4984,no,no,telephone,403,1,182,1,success,yes
30,Millennial,management,single,tertiary,697,no,no,cellular,545,2,181,8,success,yes
64,Boomer,retired,married,secondary,4787,no,no,cellular,392,1,182,1,success,yes
55,Boomer,housemaid,married,secondary,962,yes,no,cellular,623,1,181,3,success,yes
41,GenX,unemployed,married,tertiary,0,no,no,cellular,882,1,181,3,success,yes
63,Boomer,retired,married,primary,12067,no,no,telephone,660,1,191,1,failure,yes
41,GenX,self-employed,married,tertiary,0,yes,no,telephone,395,3,426,1,other,yes
37,GenX,management,married,secondary,565,no,no,cellular,449,1,398,1,success,yes
19,Millennial,student,single,secondary,329,no,no,cellular,169,1,190,2,success,yes
61,Boomer,retired,divorced,secondary,4243,no,no,cellular,315,1,182,2,success,yes
30,Millennial,management,married,tertiary,4328,no,no,cellular,262,3,189,11,other,yes
37,GenX,services,married,secondary,4017,no,no,cellular,665,2,196,1,success,yes
54,Boomer,technician,married,tertiary,395,no,no,cellular,183,1,183,2,success,yes
45,GenX,admin.,married,secondary,205,no,no,cellular,552,1,90,2,success,yes
48,GenX,blue-collar,married,secondary,1730,yes,no,cellular,361,1,89,3,success,yes
60,Boomer,blue-collar,married,primary,5,no,no,cellular,494,1,95,2,success,yes
29,Millennial,housemaid,single,tertiary,19,no,no,cellular,268,1,88,4,success,yes
77,Boomer,retired,married,tertiary,7802,no,no,telephone,421,1,92,2,success,yes
33,Millennial,services,married,secondary,1697,no,no,cellular,489,1,182,1,success,yes
35,GenX,unemployed,single,tertiary,415,no,no,cellular,164,2,89,2,success,yes
64,Boomer,management,married,unknown,2352,no,no,cellular,153,2,182,11,success,yes
80,Boomer,retired,married,primary,155,no,no,telephone,209,1,53,3,success,yes
33,Millennial,admin.,married,tertiary,79,yes,no,cellular,389,1,195,4,success,yes
41,GenX,technician,single,tertiary,1646,yes,no,cellular,258,1,90,7,success,yes
74,Boomer,retired,married,secondary,935,no,no,cellular,226,1,99,2,failure,yes
29,Millennial,student,single,unknown,2929,no,no,cellular,232,1,89,4,other,yes
46,GenX,blue-collar,married,secondary,640,yes,no,cellular,246,1,55,5,success,yes
37,GenX,technician,married,tertiary,88,no,no,cellular,195,1,90,3,other,yes
67,Boomer,retired,divorced,secondary,704,no,no,cellular,613,1,87,3,success,yes
36,GenX,admin.,single,tertiary,994,no,no,cellular,211,1,90,6,success,yes
37,GenX,management,married,tertiary,2283,no,no,cellular,243,2,98,2,failure,yes
51,Boomer,technician,married,tertiary,0,no,no,cellular,662,2,66,2,success,yes
35,GenX,management,married,tertiary,62,no,no,cellular,226,2,88,4,success,yes
53,Boomer,management,married,tertiary,3634,no,no,cellular,211,4,88,8,success,yes
46,GenX,management,married,tertiary,273,yes,no,cellular,583,6,53,6,success,yes
78,Boomer,retired,divorced,secondary,3417,no,no,cellular,309,1,181,1,success,yes
42,GenX,management,married,tertiary,27696,no,no,cellular,176,2,89,5,success,yes
34,Millennial,services,married,secondary,1076,no,no,cellular,152,1,182,6,success,yes
34,Millennial,technician,married,secondary,133,no,no,cellular,171,2,181,3,success,yes
66,Boomer,management,married,secondary,587,no,no,cellular,457,2,392,2,success,yes
54,Boomer,management,married,tertiary,1624,no,no,cellular,166,3,182,10,success,yes
31,Millennial,blue-collar,married,secondary,136,no,no,cellular,228,2,267,1,failure,yes
33,Millennial,services,married,secondary,386,no,no,cellular,317,1,181,5,success,yes
19,Millennial,student,single,primary,608,no,no,cellular,236,1,180,2,success,yes
24,Millennial,technician,single,secondary,598,no,no,cellular,762,1,182,2,success,yes
29,Millennial,self-employed,single,tertiary,3290,no,no,cellular,430,1,50,3,success,yes
28,Millennial,admin.,single,secondary,4745,no,no,telephone,360,1,181,5,success,yes
31,Millennial,management,single,tertiary,533,no,no,telephone,372,1,90,10,success,yes
54,Boomer,blue-collar,divorced,primary,4401,no,no,telephone,414,1,183,2,success,yes
54,Boomer,unknown,married,secondary,2206,no,no,cellular,260,1,91,4,success,yes
77,Boomer,retired,married,primary,3324,no,no,cellular,289,1,91,5,success,yes
40,GenX,admin.,married,secondary,260,yes,no,cellular,306,1,181,5,success,yes
63,Boomer,retired,divorced,tertiary,0,no,no,cellular,263,1,181,2,success,yes
37,GenX,management,married,tertiary,2987,yes,no,cellular,216,1,87,10,success,yes
48,GenX,blue-collar,married,secondary,1230,yes,no,cellular,328,2,182,3,success,yes
27,Millennial,blue-collar,single,secondary,535,no,no,cellular,159,1,87,3,success,yes
35,GenX,management,married,tertiary,8000,no,no,cellular,331,1,90,3,success,yes
68,Boomer,retired,married,secondary,1146,no,no,cellular,356,1,71,5,success,yes
53,Boomer,blue-collar,single,secondary,1004,no,no,cellular,393,1,84,1,other,yes
37,GenX,technician,single,tertiary,197,no,no,cellular,234,1,87,3,success,yes
58,Boomer,admin.,married,secondary,169,no,no,cellular,336,3,87,5,success,yes
37,GenX,management,married,tertiary,393,yes,no,cellular,567,3,275,4,failure,yes
37,GenX,admin.,married,tertiary,29,no,no,cellular,404,2,183,2,other,yes
34,Millennial,admin.,married,secondary,920,no,no,cellular,526,3,179,3,success,yes
50,GenX,admin.,married,secondary,3608,yes,no,cellular,196,8,182,4,success,yes
56,Boomer,management,married,primary,870,no,no,cellular,220,1,179,1,success,yes
57,Boomer,retired,married,primary,9367,no,no,cellular,700,4,92,7,success,yes
29,Millennial,unemployed,single,primary,1374,no,no,cellular,1205,2,178,7,success,yes
75,Boomer,retired,married,tertiary,6027,no,no,cellular,809,1,179,4,success,yes
46,GenX,management,married,tertiary,349,no,no,cellular,466,4,88,3,success,yes
56,Boomer,blue-collar,married,secondary,448,yes,yes,cellular,556,1,181,2,other,yes
72,Boomer,retired,married,secondary,5715,no,no,cellular,1114,1,181,2,success,yes
27,Millennial,student,single,tertiary,39,no,no,cellular,379,1,258,10,other,yes
52,Boomer,management,married,tertiary,583,no,no,cellular,376,1,181,3,success,yes
38,GenX,management,married,tertiary,1276,no,no,cellular,272,2,182,3,success,yes
64,Boomer,retired,married,secondary,1612,no,no,cellular,336,1,89,5,failure,yes
62,Boomer,retired,married,secondary,3114,no,no,cellular,243,2,186,1,success,yes
41,GenX,admin.,married,tertiary,1,yes,no,telephone,327,2,361,3,failure,yes
29,Millennial,admin.,single,secondary,1070,yes,no,unknown,30,1,357,1,other,yes
53,Boomer,technician,married,secondary,195,yes,no,cellular,472,1,90,6,success,yes
58,Boomer,retired,married,secondary,1230,no,no,cellular,420,1,87,1,failure,yes
37,GenX,management,married,tertiary,3236,no,no,cellular,291,2,202,5,other,yes
47,GenX,blue-collar,married,secondary,1568,yes,no,cellular,226,3,91,8,success,yes
47,GenX,admin.,married,secondary,368,no,no,cellular,403,1,87,6,success,yes
46,GenX,self-employed,married,secondary,706,no,no,cellular,588,1,386,3,failure,yes
51,Boomer,management,married,tertiary,2635,no,no,cellular,407,3,74,5,failure,yes
31,Millennial,unemployed,single,secondary,2616,no,no,cellular,374,1,185,2,other,yes
21,Millennial,student,single,secondary,215,no,no,cellular,382,1,89,7,success,yes
71,Boomer,retired,married,primary,3230,no,no,cellular,341,2,133,3,failure,yes
52,Boomer,admin.,single,secondary,726,yes,no,cellular,699,1,378,9,failure,yes
27,Millennial,technician,single,tertiary,2781,yes,no,cellular,168,1,389,1,failure,yes
25,Millennial,student,single,secondary,3713,no,no,cellular,323,2,353,3,other,yes
33,Millennial,services,single,secondary,152,yes,no,cellular,202,2,365,2,success,yes
28,Millennial,student,single,secondary,1925,no,no,cellular,252,1,88,4,failure,yes
30,Millennial,admin.,single,secondary,265,yes,no,cellular,681,1,181,2,success,yes
59,Boomer,management,married,primary,1727,no,no,telephone,500,4,358,2,failure,yes
56,Boomer,management,married,tertiary,12356,yes,no,cellular,410,1,551,5,other,yes
33,Millennial,services,single,secondary,2881,no,no,cellular,289,1,328,1,success,yes
31,Millennial,technician,single,secondary,846,no,no,cellular,405,3,205,2,failure,yes
40,GenX,technician,married,secondary,2266,no,no,cellular,175,3,89,7,other,yes
